,0
1416,"Payments & Compliance Manager
Save
Hudson Singapore Singapore
Our client, a fast growing payments platform is looking to strengthen their team with an experienced payment and compliance manager in Singapore. Looking across the APAC region, ensuring smooth implementation of the compliance framework, regular maintenance and improvement with latest regulation changes. This will be a team leader role, looking after financial operations and working with different stakeholders to improve payment operations. Role and Responsibilities: Manage and build out a
Full time
28 days ago

Negotiable"
1417,"Release Management lead
Save
Capgemini Singapore
As part of our IT development activities for our clients, and within our Digital Factory, In charge of Web Development team in Singapore.
Release Management Process Experience with exposure to all stages of the application development process/lifecycle Requirements analysis, feasibility Follow programming guidelines and best programming practices Impact analysis of change requests and issues/incidents, and identification of solutions, including creation of appropriate documentation Able to w
Full time
28 days ago

competitive salary"
1418,"Data Engineer
Save
TEKsystems (Allegis Group Singapore Pte Ltd) Singapore
We are looking for a high-calibre Data Engineers to be a part of a growing, data-driven team that provides world-class data solutions to support the ever-growing demands in the Cloud, DevOps, Big Data space.   This is a Permanent opportunity.   The Position: Experience in orchestrating data pipelines from scratch Programming exposure using Python, Java or any other scripting languages Strong understanding of building data models for the target data warehouse Comfortable working with stakeh
Full time
28 days ago

Competitive"
1419,"PB - ED - UHNW/ Family Office
Save
Charterhouse Partnership Singapore Singapore
An exclusive opportunity to offer next generation private/ wealth advise to the UHNW / Family Offices of North Asia. Global, bulge bracket firm is looking to invest in UHNW / Family Office proposition to build their North Asia market.
Your Ultra rich global citizen clients are looking for platfrom beyond a traditional PB, one that will also help cater solutions to their corporate/ conglomerate wealth. With Singapore opening doors for the wealthiest of the world to set up their Family Offices
Full time
28 days ago

competitive"
1420,"Legal Counsel (6 months contract starting Jan 2021)
Save
Charterhouse Partnership Singapore Singapore
Our Client is a global re-insurance company based in Singapore, looking for a legal counsel (6 months maternity cover contract starting Jan 2021) within their Singapore legal team, to provide legal regulatory and corporate governance support to the group's re-insurance business.
Activities The Legal Counsel will be working in the Singapore Legal team providing legal advice and support in the following areas:   managing legal and regulatory issues relating to the group's Reinsurance and C
Full time
28 days ago

Negotiable"
1421,"Corporate Finance Lead
Save
Charterhouse Partnership Singapore Singapore
Our client, a leading conglomerate across various sectors is looking for an experienced Candidate to join them as a Corporate Finance Lead. The ideal candidate should come with at least 15 to 20 relevant corporate finance experience gained from an Investment Bank or reputable MNC. Managerial experience will be advantageous for the role.
Responsibilities:  Reporting to the CEO, the role will be responsible for the corporate finance and funding matters for the company. Build and develop stro
Full time
28 days ago

Base salary + Bonuses"
1422,"Group Strategy Planning GM
Save
Charterhouse Partnership Singapore Singapore
In a newly-created leadership position as the Group Strategy Planning GM at the Singapore head office, the selected candidate will report directly into the Group CFO seated here, and work directly with the Executive leadership team across divisions and functions.
As the focal point and bridge between the Group’s C-suite leadership team and Division heads; you will define and build the strategic direction and hypothesis of each business division; aligning these with the wider group’s strategi
Full time
28 days ago

SGD200k - 300k"
1423,"Group Tax Manager / Senior Manager
Save
Charterhouse Partnership Singapore Singapore
Our client is looking to hire a newly created position as Group Tax Manager / Senior Manager to lead the business unit’s tax advisory and compliance matters. This position will be reporting directly into the Group Tax Director based in Singapore.
Newly Created Group Tax Manager / Senior Manager position with a Leading Technology Business A leader in their industry and with exciting growth plans for their Group Tax function based out of the Singapore HQ, our client is looking to hire a newly
Full time
28 days ago

8k – 15k per month x 12 months + VB"
1424,"Senior Manager / Associate Director – Investment
Save
Lincoln Talent Pte Ltd Singapore
Our client is an investment management company focusing on healthcare, education, and technology sectors in Asia. They are keen to hire someone with 8-12 years investment experience in South East Asia responsible for originating, due diligence, investment, portfolio management and creating impact frameworks. Open to considering talents from private equity and venture capital funds.
Key Responsibilities Identify trends and source for new investment opportunities in healthcare, education and
Full time
28 days ago

Negotiable"
1425,"Macroeconomic Research Analyst (FX & Interest Rates)
Save
RGE Pte Ltd Singapore
RGE is expanding our corporate treasury team and is seeking for a dynamic individual whom is interested to develop their career in a corporate treasury.
Responsibilities Conduct in-house currency and interest rates research and macro-economic analysis using research sources and various business publications from external parties   Develop an in-depth understanding of each country and currency which the Group has exposure in Be able to produce regular market commentary about the forex and r
Full time
28 days ago

Competitive Salary + Bonus"
1426,"Senior Executive
Save
Randstad Singapore Pte Ltd Singapore
my client is a leading Composite Insurer who is currently seeking for someone with Strong General Insurance Finance Operations experience.
about the company my client has over 50 years of experience globally and has over 200 headcounts in Singapore. Due to recent expansion plans, they are looking at someone with good Finance Operations experience. about the job Assist in both Accounts Receivable and Accounts Payable Timely and accuracy of Month-end Closing of financial accounts for Gener
Full time
28 days ago

SGD48000 - SGD60000 per annum"
1427,"Admin & Office Manager - Alternative Investment Firm
Save
Verite Partners Singapore
The Company Our Client is a highly-respected name within the Alternative Investment space . The Position A role has opened up for an Admin & Office Manager to join the team. The role reports to the Head of Finance. You will be responsible for: To provide administrative support to the Singapore Team and manage general office matters such as managing inventory of supplies, working with IT to trouble shoot technology issues, maintenance of a tidy and orderly office Administrative tasks such as
Full time
28 days ago

$55,000 per year"
1428,"Finance Manager – Real Estate
Save
Verite Partners Singapore
• Leading Real Estate firm. • Dynamic working environment • Attractive Pay & Bonus
The Company  Our Client is a highly-respected name within the Real Estate space with stable and growing AUM. The Position A role has opened up within the Finance team for a driven Assistant-Manager to join the team. The role reports to the Head of Finance. You will be responsible for: Detailed review of reporting pack for Consolidated Financial statements, Tax Reporting, Cash Analysis and NAV. Liaising wi
Full time
28 days ago

Competitive"
1429,"Finance Associate – Private Equity
Save
Verite Partners Singapore
• Leading Private Equity firm. • Dynamic working environment • Attractive Pay & Bonus
The Company  Our Client is a highly-respected name within the PE space with stable and growing AUM. The Position A role has opened up within the Finance team for a driven Finance Associate to join the team. The role reports to the CFO. You will be responsible for: Review all transaction documentation and supporting files, and understand the features of the investment transactions, accruals and other re
Full time
28 days ago

Competitive"
1430,"Trade Support Fixed Income Analyst
Save
Selby Jennings Singapore
Fixed Income Portfolio Analyst, Leading Investment Firm My client is a leading Investment Bank with a strong international presence and we are recruiting for Fixed Income Portfolio Analyst to be based in Singapore. This role will be suitable for candidates who seek challenges and who are interested in joining an organization with a strong global name in the market. We are looking for candidates with experience in fixed income portfolio construction and analysis, while providing support for fixed
Full time
28 days ago

Negotiable"
1431,"VP/Director Private Banking Credit Approver
Save
Selby Jennings Singapore
Our client is a leading Private bank with strong presence across Asia Pacific and is looking for a Director Credit Approver to support the team in Singapore. The Credit Approver role is a new hire within the team due to business expansion and we are looking for a strong candidate with 9 plus years of experience with background in Private Banking Credit Approving.
Key Roles and Responsibilities of the Director Private Banking Credit Approver: Approve/Review banking credit products Contribut
Full time
28 days ago

Negotiable"
1432,"Operations Specialist
Save
Selby Jennings Singapore
Our client is a leading Investment firm with strong presence across Asia Pacific and is looking for a Operation Specialist to support the team in Singapore. We are looking for a strong candidate with 7 plus years of experience with background in Asset Management Operations.
Key Roles and Responsibilities of the Operations Specialist: Accurate and timely booking of trades across asset classes Handle end to end trade life cycle events of portfolio positions. Timely and accurate response and
Full time
28 days ago

Negotiable"
1433,"Test Automation Engineer
Save
Capgemini Singapore
The Automated Test Engineer (ATE) is responsible of maintaining in operational condition the entire Testing Solution used by the Testing Factory: ALM, UFT and additional tools.
The responsibilities include the following: Maintenance and enhancement of the UFT Automated Test Robot based on the keyword files for AZQore software (S2i, eBanking, etc.) Maintenance and enhancement of the customisation in ALM ALM Project & user management Assistance & training of the Testing Factory in day to day
Full time
28 days ago

60000-120000"
1434,"Technology Consultant
Save
Syncordis Consulting Singapore
As a technology consulting (wealth banking) professional at Syncordis, you will work with some of the top financial institutions and engage in the all-in-one consulting experience. You’ll be part of an international network of professionals across geographies and you’ll work in high-performing, multi-skilled agile teams that deliver exceptional client service.
A global leader and trusted partner in the Banking and Technology space consulting exclusively for leading private wealth and financi
Full time
29 days ago

0"
1435,"Tech Support Lead
Save
Capgemini Singapore
As part of our IT development activities for our clients, and within our Digital Factory, In charge of Web Development team in India - Agile model delivery / integration with Back-end in Wealth Management domain
PROFESSIONAL REQUIREMENTS LEVEL OF KNOWLEDGE REQUIRED AND/OR DIPLOMA Higher Education, Master level PROFESSIONAL EXPERIENCE 8 years’ of experience in similar role, ideally in Banking sector   BUSINESS KNOWLEDGE Banking and business analysis expertise, specifically in concerned
Full time
29 days ago

50000-90000"
1436,"Fund Operation and Trading Officer (Based in Singapore)
Save
Amber Hill Capital Limited Singapore
Amber Hill Group is an asset management institution based on financial science and technology. We aimed to provide intelligent and scientific asset management services for high-net-worth customers around the world and determined to become the world's well-known and integrated financial services group.
As a Fund Operation and Trading Officer, you will:- Acting as a Licensed Representative in our SG office Responsible for the day-to-day fund operations Responsible for the full administration
Full time
29 days ago

5.5K x 12 + bonus"
1437,"Analyst/Associate (Event Driven Hedge Fund)
Save
Randstad Singapore Pte Ltd Singapore
Partnering an established gloabl Hedge Fund, we are seeking an Analyst/Associate to join their ranks in their Singapore office. Ideally, you will come with 3-5 years both within an Investment Bank and an Event Driven Hedge Fund.
about the company Our client is an established global Fund Manager with investments varying in tactical trading strategies, fundamental equity and quantitative in nature. Due to expansion on business, they are seeking to bring on a Analyst/Associate to join their ran
Full time
29 days ago

Negotiable"
1438,"AVP, MAS reporting
Save
Randstad Singapore Pte Ltd Singapore
my client is one of the largest bank in Asia. They are currently seeking for a AVP of Finance to assist in MAS reporting.
about the company my client is one of the largest bank in Asia. They are currently seeking for someone with good MAS and Financial Reporting experience for the Finance team. about the job Prepare and submit MAS regulatory reports, Survey and Statistics for wholesale license bank. SME in regulatory changes and able to advise on impact of new notices and consultation
Full time
29 days ago

Negotiable"
1439,"Investment Counselor, North Asia
Save
Randstad Singapore Pte Ltd Singapore
Our client is a well established international bank, and is looking for a Senior Investment Advisor to join their high performing team, with the focus on clients in the North Asia market.
about the company Our client is a well established international bank, and is looking for a Senior Investment Advisor to join their high performing team, with the focus on clients in the North Asia market. about the job Deliver investment advisory to priority / priority private banking clients Key produ
Full time
29 days ago

Negotiable"
1440,"AML Investigator
Save
Randstad Singapore Pte Ltd Singapore
An international bank is seeking an AML investigations specialist to protect the organisation against financial crimes.
about the company Our client is an international bank with a strong record in Corporate Banking. They are looking to recruit an experienced AML investigations specialist to protect the organisation against financial crimes and ensure adherence to anti-money laundering regulations. about the job You will be a key member of the Compliance team: Performing L2 transactio
Full time
29 days ago

Negotiable"
1441,"Senior Investment Associate (M&A)
Save
Randstad Singapore Pte Ltd Singapore
Partnering a boutique Japanese Investment Holding group, we are presently seeking a M&A talent to source out opportunities locally and within SEA. Ideally, you will come vast end to end M&A experience with prior deals and a strong network within the technology space.
about the company Our client is a boutique Investment Holding company with key presence in Japan. Offering a mixture of M&A Intermediary and Advisory Services along various consulting work, they have seen success locally and now
Full time
29 days ago

SGD12000 - SGD15000 per month"
1442,"Demurrage / Claims Analyst
Save
Randstad Singapore Pte Ltd Singapore
our client is a well-established and reputable Oil & Gas Trading firm. They are currently looking for a Senior Demurrage Analyst.
about the company our client is a well-established and reputable Oil & Gas Trading firm. They are currently looking for a Senior Demurrage Analyst. about the job Ensure timely submission of receivable claims to counterparties without being timebarred. Accurately analyze and calculate demurrage including claims with careful reference to governing contracts (ch
Full time
29 days ago

Negotiable"
1443,"Product Marketing Executive
Save
RGF Executive Singapore
We are currently working with a fast-growing software product company which specialises in virtualization/ application/ cloud services monitoring solutions. They are looking to hire a dynamic Product Marketing Executive for their technical engineering and marketing team. The ideal candidate is one seeking an opportunity for career growth and the chance to grow within an entrepreneurial and innovave organization.
Product Marketing Executive Our Client: We are currently working with a fa
Full time
29 days ago

Negotiable"
1444,"Equity Advisor, Private Bank
Save
Kerry Consulting Pte Ltd Singapore
Our client is a growing private bank with a strong presence in Asia. They are looking to hire an experienced Equity Advisor to join their investment advisory team.
The ideal candidate will have strong academic qualifications including the CFA and 10 - 15 years of equity-related experience. You have strong fundamental equity research background and a proven track record in generating quality stock ideas. You have  experience in equity research, portfolio management and/or equity advisory role
Full time
29 days ago

Competitive"
1445,"Director, Business Development
Save
Cobalt Recruitment Singapore
Our client is a global listed property fund manager looking to expand their marketing team. As part of their growth strategy, they are looking for someone to manage their existing investors and lead their fund raising initiatives for the APAC region. Reporting into the Head of Marketing based in New York, this is a new headcount and the successful candidate will be an individual contributor role supported by the team in New York.
Reporting directly to the Head of Marketing, this role will be
Full time
29 days ago

SGD150000.00 - SGD200000.00 per annum"
1446,"Assistant Vice President (Institutional Sales, Global Derivatives and FX)
Save
KGI Securities (Singapore) Pte. Ltd. Singapore
Reporting to the Head of Sales, you will be responsible for developing and maintaining relationships with the institutional clients (eg. Hedge funds, financial institutions, family offices and EAMs etc.) throughout the South East Asia region.
Responsibilities Responsible for business development and execution of sales strategies Drive sales of exchange-traded and exchange-cleared OTC derivatives products to the targeted clients Generate commissions from institutional client base  Build new
Full time
29 days ago

Competitive"
1447,"Payments Product Manager
Save
Space Executive Pte Ltd Singapore
This role is one of several opportunities for a mid-level Product Manager to join one of the world's leading Payment companies, based in Singapore. You'll be part of the South East Asian focused team and will be working with tech teams both in Singapore and overseas in the global HQ.
Responsibilities   Understand the payments landscape in SE Asia, act as payment expert and the primary product contact for all queries related to your product End to end ownership of the product roadmap, from
Full time
29 days ago

Competitive"
1448,"Market Risk Manager
Save
Space Executive Pte Ltd Singapore
Our client is an Investment Bank with a strong footprint in the APAC region. In Singapore, they offer a wide variety of capital market services including trading in equities, market making for bonds, hedging services for foreign exchange, futures, options and swaps. In addition, they engage in advising on corporate finance including mergers and acquisitions advisory services.
Key Responsibilities: Generate and maintain daily reports covering P&L reports, VaR exposures, MTM Monitor exposure
Full time
29 days ago

Competitive"
1449,"Strategy & Operational Excellence - VP/SVP
Save
TENTEN PARTNERS PTE. LTD. Singapore
Operational Excellence - Strategy Consulting @ Enterprise Technology - Banking
A well-established Bank in Singapore is looking for an experienced Strategy and Operations Consultant with a proven track record in producing impactful Tech efficiencies for bank-wide initiatives. This is a strategic, hands-on, and internal consulting role positioned under the Technology umbrella. You will bring along your wealth of banking knowledge and best practises to transform the bank’s T&O that is relevant
Full time
29 days ago

Circa 200k base"
1450,"Premier Relationship Manager
Save
Ambition Singapore
* Top tier foreign bank with great regional presence * High commission and base salary * Provide advice on wealth management solutions
JOB REQUIREMENTS: Degree and relevant CMFAS certifications Minimum of 2 years Retail Banking sales experience in serving High Net Worth (HNW) segment Well-versed in banking practices and financial products. Possess strong network of clients Good and consistent track record in sales or demonstrated ability to achieve strong sales performance. Focused and hi
Full time
30 days ago

Negotiable"
1451,"Channel Sales Manager - Tech Start-Up Firm
Save
RGF Executive Singapore
Our client is a full suite mobile communication & mobile money service provider that allows users to enjoy mobile communication services while at the same time, empowering them to manage their mobile data as a digital asset. Their aim is to build a global community by giving power and autonomy to the people to generate mobile data and enjoy borderless mobile connectivity without intermediaries.
CHANNEL SALES MANAGER - Tech Start-Up Firm Permanent, Singapore An exciting firm that reinven
Full time
30 days ago

Negotiable"
1452,"Premier Mortgage Banker
Save
Ambition Singapore
Our client, a leading bank in Singapore is expanding their mortgage portfolio. They are looking at candidates who have a natural flair in sales and enjoy dealing with people from all levels to join them.
Key Responsibilities: - Meet home loan sales targets Attend showflat duties, host events and roadshows Source for loans through various internal and external distribution channels of sales Network with partners Network and develop sound internal relationships with stakeholders from risk, l
Full time
30 days ago

Negotiable"
1453,"Incident Response and Digital Forensics Specialist
Save
RGF Executive Singapore
Join a niche incident response and forensics company to be a technical incident response expert
The Client: Our client is a leading niche player in the cyber security forensics and incident response space and one of the only companies truly specializing in this work. They are strongly growing this year and are looking for an incident response and digital forensics specialist. The Role: This role will be a technical expert and lead incident response and forensic investigations for th
Full time
30 days ago

Negotiable"
1454,"Associate, HR Services, Business Advisory (1 year contract)
Save
GIC Private Limited Singapore
We are one of the largest investment management organizations in the world, with over 1000 people working together to create long-term value.
Human Resource & Organization Department The Human Resource & Organization Department champions the people agenda for GIC. We invest in talent and organization development, to maximize potential of our people for long term sustainable performance. We are organized by strategic HR domains and work in partnership with business groups to manage talen
Full time
32 days ago

Competitive"
1455,"M&A Advisory
Save
JAC International. Singapore
Our Client is a boutique investment firm. Currently they are looking for M&A experienced professional to join their team. (Based in Singapore)
Job Description M&A origination and execution Project Management of an entire transaction (negotiation, valuation, documentation for dealing, PMI, Due Diligence, financial modelling) General business operations and adhoc duties    【Requirement】 At least 10 years of related experience in M&A, IB, corporate finance, PE (preferably from buy-side) S
Full time
32 days ago

Competitive"
1456,"Enterprise Architect
Save
Capgemini Singapore
The role of Enterprise Architect role will generally focus on Infra & Apps related presales solution architecture and technical sales support, with an appreciation of Engineering and Subject Matter Expert skills and capabilities needed. This job description covers all requirements, expanding on the experience and skillsets required for each.
Type of Project The APAC COE works on a wide range of accounts & projects, across a wide range of clients in all sectors. COE will focus & work very cl
Full time
32 days ago

100K - 150K"
1457,"Delivery Manager
Save
Capgemini Singapore
We are looking for someone who has good DIGI banking knowledge and it is end client facing role – to be able to manage a portfolio of client, work with them on road map and mutualize across accounts (end client accounts of azqore), to be able to provide them business solutions, have good knowledge of compliance and able to manage the delivery with Technical delivery head in India 18+ years’ experience of overall experience with 6-7 years in senior delivery management roles (digi banking) manag
Full time
32 days ago

100-200K"
1458,"Cloud Infrastructure Architect
Save
Capgemini Singapore
In general, the Architect role will require strong experience and capabilities to focus on full project lifecycle activities such as consulting, strategy, architecture, high-level design, client relationships, risk management, and resolution. It may be necessary to own and be responsible for aspects of design, as well as provide technical leadership including team management.
Type of Project The APAC COE works on a wide range of accounts & projects, across a wide range of clients in all sec
Full time
32 days ago

100 - 200K"
1459,"Network Engineer
Save
Capgemini Singapore
We are a solid company, backed by the banking and financial strength of Crédit Agricole group (majority shareholder - 80%), with its global presence, and resources made available by Capgemini under our strategic agreement (minority shareholder - 20%), positioned as the expert partner for the digital transformation of tomorrow's Wealth Managers with a single ambition: to make S2i the technology and banking operations platform of choice for the Wealth Managers in Its international markets.
Req
Full time
32 days ago

50K - 75K"
1460,"Development Lead / Manager (Java, Springboot, ReactJS)
Save
McGregor Boyall Singapore
Intro An excellent opportunity within an MNC client has come up for a hands-on Technical Lead / Manager who will assist in building out a greenfield project which will be globally one of the most visible platforms used internally with a specific focus for CIO functions.
Job Responsibilities This will be a very ""hands on"" technical role requiring the individual to act as a technical lead to help lead and build a team of around 10-15 engineers. The role is with a global banking client but w
Full time
32 days ago

SGD180000 - SGD230000 per annum"
1461,"Test Manager
Save
Capgemini Singapore
Proven track record as a Test Manager across full project lifecycle, whilst retaining hands-on testing skills
• Proven track record as a Test Manager across full project lifecycle, whilst retaining hands-on testing skills • Functional knowledge and experience in testing Bonds, Equity, Portfolio Financing, FX,  UT and other derivative products.  • Strong domain knowledge in Corporate, Retail Banking, Loan Origination System is a must.  • Solid background in Core Banking application testing
Full time
32 days ago

80 - 120K"
1462,"Automation Tester
Save
Capgemini Singapore
Test Automation Consultant
3 years+ of Hand-on experience in testing and automation using TOSCA / API / Selenium 3-5 years of functional test automation for desktop and/or web applications, preferably banking solutions Strong experience of understanding functional requirements and developing automated test scenarios, test cases / scripts, test data  Minimum of AS1, AS2, TDS1 and TDS2 certified. AE1 and AE2 preferred Experience in using TCD is a must Experience in using externalized test data
Full time
32 days ago

40 - 70k"
1463,"Test Manager for Digital Banking
Save
Capgemini Singapore
Currently we are looking for a Test Manager that experience in manage the Digital (Mobile and Tablet) testing project in Singapore.
1. Test Management Responsible for defining overall test strategy and test plan jointly with project stakeholders Define SIT scope, manage, monitor and track SIT functional, non-functional and integration testing Work with Business Program Manager and BU Specialist to define UAT scope, manage, monitor and track UAT testing with Ensure testing completed on-time
Full time
32 days ago

90k per annum"
1464,"Channel Sales Manager (Telecommunication / Distributor)
Save
Talent Trader Group Pte Ltd Singapore
Channel Sales / New Role / Distributor Company
Responsibilities   Conduct sales calls, presentations and product demonstrations to corporate customer Actively explore new sales opportunities with new partners/ distributors in assigned markets. Develop right channel partners with channel business strategies Facilitate business-to-business collaboration with partners trade shows, projects as well as prospecting for new customers Maintain a sound technical/application knowledge base on all p
Full time
32 days ago

6500"
1465,"Talent Acquisition Consultant – IT
Save
GECO Asia Pte Ltd Singapore
It is an exciting time of growth for GECO Asia and we are inviting interested candidates to join to be a part of our Talent Acquisition Team. We have stayed positive amid crisis and have been growing steadily in the year 2020. At present, we have a promising forecast for Q4-2020 and we see strong demand for tech professionals in Singapore for this and next year. That pretty much summarizes why we need YOU! Please note that this role is open to Singapore nationals and residents ONLY.
What you
Full time
32 days ago

2500 - 3500"
1466,"Performance Tester
Save
Capgemini Singapore
Good understanding of the features and capabilities of industry-leading performance test tools such as HP LoadRunner.
Understanding non-functional requirements, user stories, epics and developing performance test scenarios, test scripts, test data Should be able to develope Test Strategy, Plan for testing performance; Good understanding of the features and capabilities of industry-leading performance test tools such as HP LoadRunner. Builds and maintains a scalable, portable, configurable
Full time
32 days ago

50000-70000"
1467,"Jira Developer
Save
Capgemini Financial Services Singapore
The context of the position is with respect managing Jira to the needs of IT project In this challenging and multicultural environment, Jira Development engineer to join our transversal team
Main responsibilities Customizing Atlassian Jira (v7.13+) including: Adding custom fields, defining field configurations and schemes, building custom workflows including use of conditions, validators, post-functions, building custom screens, screen schemes, customizing access using permission schemes,
Full time
32 days ago

60 - 100K"
1468,"AVP, Credit Risk Management (Project/ Structured Finance)
Save
SearchAsia Singapore
Established Financial Institution is looking to hire an experienced Credit Risk Management professional to support their Project/ Structured Finance portfolio.
Responsibilities: Responsible for the day-to-day credit risk management for a portfolio of project and structured asset-backed finance transactions Responsible for the monitoring of transactions, preparation of portfolio and credit reviews / updates / waiver requests, portfolio reporting and presentations to senior stakeholders Mana
Full time
32 days ago

Competitive"
1469,"Finance Manager (Investment Bank)
Save
JH Partners Asia Company Limited Singapore
Report to Hong Kong Head of Finance, responsible for full-set accounting for both securities and assets management business. Take care of MAS regulatory reporting and liaise with external auditor & other parties.
Our Client is an Investment Bank. They are looking for a qualified candidate to join their Accounting & Finance team as Finance Manager. Responsibilities Perform financial analysis and prepare monthly management accounting reports to top management Responsible for MAS reporting i
Full time
32 days ago

Open to discuss"
1470,"Senior Business Analyst
Save
Capgemini Singapore
Support(s) Business Domains Testing Factory Delivery Center Run Delivery Center Build
As part of our IT development activities for our clients, and within our Delivery Center Run Services, the Senior Business Analyst is responsible of ensuring a good quality of service by supervising and making regular follow-up with Junior Business Analyst. He/she conducts gap analysis on various functional banking domains, projects sizing, cost estimation and needs definition. He/she contributes to proje
Full time
32 days ago

60 - 100K"
1471,"Techno Functional Tester
Save
Capgemini Singapore
Techno Functional QA analyst with experience in Banking and/or Financial services Testing
Strong knowledge of SQL scripting in Oracle database Knowledge of Control M or any other batch schedular Experience in Financial/Regulatory report submission areas preferred Ability to understand the requirements through Functional Specifications, Mapping Specs etc. Ability to design the test cases, write SQL scripts after understanding the functional specifications, BRDs etc. Ability to execute the tes
Full time
32 days ago

Competitive Salary"
1472,"Technical Lead
Save
Capgemini Singapore
Good knowledge on IFRS9 implementation and/or testing.
- Sound knowledge of IFRS9 implementation and/or testing.  - Must be proficient in all stages of IFRS9 disclosure reports genaretion such as Stage Determination, EIR computation, Collateral/Mitigant handling,LGD,PD,ECL etc.  - Quality analyst with proven experience in Banking and/or Financial services Testing -  Experience in the area of Banking Regulatory reports like IFRS9 Disclosures, Basel,Credit Risk,Market Riusk etc is highly pr
Full time
32 days ago

60K - 90K"
1473,"Solutions Sales role to FIs at a Tier 1 US Bank
Save
Non-disclosed Singapore
A Tier 1 US bank in Singapore are looking to add an additional sales person to their solutions sales team. Product focus will be on structured rates, FX and credit and covering all of SEA Real Money accounts including insurances, banks and AMs etc. The bank are one of the top performing globally and are actively looking to hire this year.
Job Description: Role: Fixed Income Cross-Asset Solutions Sales Title: Flexible Experience: 3-10 years Platform: Top Tier US Bank Location: Sing
Full time
32 days ago

Competitive"
1474,"Product Manager， Digital Healthcare
Save
Ambition Singapore
Digital Healthcare Product Manager role from the World-Class IT Team
Our client is backed by one of the largest IT companies worldwide. With a strong presence globally, they are targeting on provide AI solutions in the healthcare industry to help both people and businesses to reach their full potential. They are now looking for a Product Manager to join their team. This is an exciting opportunity to be working in the world-class calibre team. Requirements : BA/BSc degree in Design, Engi
Full time
32 days ago

+ Bonus + Incentives"
1475,"Fintech Product Manager
Save
Ambition Singapore
Product Manager Role From One Of The Leading Fintech Firms In APAC
Our client is one of the leading fintech firms in APAC. They are now expanding aggressively as the pandemic spurs demand for digital banking services among regulators and institutions for its products and services. They are hiring product managers across all product verticals. Their main products including Core Banking KYC SAT Smart Lending Platform Insurtech Channels Data Platform Ideal candidates should come wit
Full time
32 days ago

Negotiable"
1476,"Life Asia Business Analyst
Save
Capgemini Singapore
Due to expanding in our business, currently we are looking for a Business Analyst that are experience in Life Asia to join us in Singapore.
In depth knowledge of Life Insurance domain. Exceptional analytical and conceptual thinking skills. Evaluating business processes, anticipating requirements, uncovering areas for improvement. The ability to influence stakeholders and work closely with them to determine acceptable solutions. Leading ongoing reviews of business processes and developing opt
Full time
32 days ago

Competitive Salary"
1477,"Technical Delivery Manager
Save
Capgemini Singapore
Project execution, including planning and directing internal and external project resources to ensure delivery of project outputs within agreed parameters such as time, cost, scope and quality
Co-ordinate the pre-project planning, including scoping, project plan, effort and cost estimates. Project execution, including planning and directing internal and external project resources to ensure delivery of project outputs within agreed parameters such as time, cost, scope and quality Manage and c
Full time
32 days ago

70 - 120K"
1478,"Equities Dealer (Japanese Speaking)
Save
JAC Recruitment Singapore
The client, one of the largest financial institutions in the region, is looking for a talented Equities Dealer to join the team in Singapore to complement the department objective of expanding global markets trading. The primary responsibility for this Equities Dealer would be managing client accounts, hitting sales targets and other related tasks as assigned.
Responsibilities: Provide investment advisory and trade execution service to clients under your account (mainly Japanese individual
Full time
32 days ago

3.5k-4k"
1479,"Test Analyst
Save
Capgemini Singapore
Currently we are looking for a Test Analyst to join us in Singapore
3 to 6 years of IT experience. Good testing expereince on banking or wealth management applications. Knowledge on Temenos produscts is added advantage. Understand requirements, , test case creation, test execution. Knowledge of using ALM tool Experience on UAT and end to end scenario testing Good cummunication Test resporting
Full time
32 days ago

50k - 60k"
1480,"Banking - Application Test Engineer
Save
Capgemini Financial Services Singapore
Manual Testing with experience into Banking Applications. Automation/Web service testing is a plus. Diligently run all manual tests on daily basis, report and track issues in a structured manner
Domain Knowledge : Banking Skills: Manual/Functional Testing with experience into Banking  Applications. Automation/Web service testing is a plus. Defect Tracking Tools : Experience in Jira GENERAL DUTIES & RESPONSIBILITIES:  Create and maintain detailed test cases and specifications. Develop &
Full time
32 days ago

60 - 100K"
1481,"AVP, Operational Risk and Control
Save
SearchAsia Singapore
Established international bank is looking to hire an experienced operational risk and control professional to join their growing team
Responsibilities: Drive the development and rollout of operational risk management guidelines & procedures Analyze and monitor risk profile based on key risk indicators (KRIs) and escalate exceptions Review and challenge risk control self-assessment (RCSA) and monitoring plans Work with respective Branch’s heads of business and function in planning risk cont
Full time
32 days ago

Competitive"
1482,"Devops Engineer
Save
Comtel Solutions Pte Ltd Singapore
Develop and deliver software products and automation systems on time with good quality.
- Experienced DevOps engineer , experienced in infra automation. - Good hands on experience with Python/Ruby etc. (languages supported by AWS Lambda) - Experienced with testing and debugging code - Write effective and scalable code. - Familiarity with Agile/Scrum software development methodology. - Hands on experience with API/Microservices (writing/consuming) - Working with the front end team for i
Full time
32 days ago

84-90k"
